student_id,engagement_score,test1_grade,persona_quadrant,persona_kmeans,lifespan,outcome
8642,-0.3033,2,Disengaged,Low eng / low grades,3,Left after Test 3
8643,0.2853,1,Engaged struggler,High eng / low grades,4,Completed
8644,-0.9209,1,Disengaged,Low eng / low grades,2,Left after Test 2
8645,0.0496,4,Engaged achiever,High eng / high grades,4,Completed
8646,-0.187,4,Detached achiever,Low eng / high grades,2,Left after Test 2
8647,0.0178,1,Engaged struggler,Low eng / low grades,3,Left after Test 3
8648,0.3947,3,Engaged achiever,High eng / high grades,4,Completed
8649,-1.1831,4,Detached achiever,Low eng / high grades,4,Completed
8650,-0.5772,3,Detached achiever,Low eng / high grades,1,Left after Test 1
8651,0.0764,4,Engaged achiever,High eng / high grades,4,Completed
8652,0.2254,2,Engaged struggler,High eng / low grades,4,Completed
8653,0.5343,4,Engaged achiever,High eng / high grades,4,Completed
8654,0.5954,4,Engaged achiever,High eng / high grades,4,Completed
8655,-0.4617,3,Detached achiever,Low eng / high grades,4,Administrative dropout
8656,-1.0194,4,Detached achiever,Low eng / high grades,4,Completed
8657,1.5863,4,Engaged achiever,High eng / high grades,4,Administrative dropout
8658,-1.1004,3,Detached achiever,Low eng / high grades,4,Completed
8659,-1.3668,3,Detached achiever,Low eng / high grades,1,Left after Test 1
8660,-0.582,0,Disengaged,Low eng / low grades,2,Left after Test 2
8661,0.1429,4,Engaged achiever,High eng / high grades,4,Completed
8662,-1.098,4,Detached achiever,Low eng / high grades,4,Completed
8663,-0.409,4,Detached achiever,Low eng / high grades,3,Left after Test 3
8664,0.989,4,Engaged achiever,High eng / high grades,4,Completed
8665,-0.0363,2,Disengaged,Low eng / low grades,3,Left after Test 3
8666,1.2258,4,Engaged achiever,High eng / high grades,4,Completed
8667,-1.3521,0,Disengaged,Low eng / low grades,1,Left after Test 1
8668,0.3799,1,Engaged struggler,High eng / low grades,2,Left after Test 2
8669,-0.1366,3,Detached achiever,High eng / high grades,4,Completed
8670,-0.1179,4,Detached achiever,High eng / high grades,4,Completed
8671,-0.3616,4,Detached achiever,Low eng / high grades,2,Left after Test 2
8672,0.3184,1,Engaged struggler,High eng / low grades,4,Completed
8673,-0.108,4,Detached achiever,High eng / high grades,4,Completed
8674,0.9278,1,Engaged struggler,High eng / low grades,4,Completed
8675,1.0281,0,Engaged struggler,High eng / low grades,4,Completed
8676,-0.4104,2,Disengaged,Low eng / low grades,2,Left after Test 2
8677,0.3799,2,Engaged struggler,High eng / low grades,2,Left after Test 2
8678,-0.8275,1,Disengaged,Low eng / low grades,1,Left after Test 1
8679,-0.1444,2,Disengaged,Low eng / low grades,4,Completed
8680,0.6361,4,Engaged achiever,High eng / high grades,2,Left after Test 2
8681,-0.3295,1,Disengaged,Low eng / low grades,1,Left after Test 1
8682,0.1292,1,Engaged struggler,High eng / low grades,4,Completed
8683,1.2135,2,Engaged struggler,High eng / low grades,2,Left after Test 2
8684,0.9068,0,Engaged struggler,High eng / low grades,4,Administrative dropout
8685,0.8469,0,Engaged struggler,High eng / low grades,4,Completed
8686,0.7967,2,Engaged struggler,High eng / low grades,4,Completed
8687,-1.0415,4,Detached achiever,Low eng / high grades,4,Completed
8688,0.6445,0,Engaged struggler,High eng / low grades,4,Completed
8689,-0.5585,1,Disengaged,Low eng / low grades,3,Left after Test 3
8690,1.9558,2,Engaged struggler,High eng / low grades,2,Left after Test 2
8691,-0.4288,2,Disengaged,Low eng / low grades,3,Left after Test 3
8692,0.9301,2,Engaged struggler,High eng / low grades,4,Completed
8693,-0.0377,2,Disengaged,Low eng / low grades,4,Completed
8694,-0.1576,1,Disengaged,Low eng / low grades,4,Completed
8695,0.21,2,Engaged struggler,High eng / low grades,4,Administrative dropout
8696,0.6689,1,Engaged struggler,High eng / low grades,4,Completed
8697,1.5627,0,Engaged struggler,High eng / low grades,2,Left after Test 2
8698,-0.1633,2,Disengaged,Low eng / low grades,3,Left after Test 3
8699,0.0014,4,Detached achiever,High eng / high grades,4,Completed
8700,-0.0505,3,Detached achiever,High eng / high grades,1,Left after Test 1
8701,0.7038,2,Engaged struggler,High eng / low grades,4,Completed
8702,-0.2376,3,Detached achiever,Low eng / high grades,4,Completed
8703,-0.4167,1,Disengaged,Low eng / low grades,3,Left after Test 3
8704,-0.1961,3,Detached achiever,Low eng / high grades,3,Left after Test 3
8705,0.3153,3,Engaged achiever,High eng / high grades,4,Administrative dropout
8706,-0.7578,1,Disengaged,Low eng / low grades,1,Left after Test 1
8707,0.3512,4,Engaged achiever,High eng / high grades,4,Completed
8708,0.3484,0,Engaged struggler,High eng / low grades,4,Completed
8709,-0.0533,4,Detached achiever,High eng / high grades,4,Completed
8710,0.597,2,Engaged struggler,High eng / low grades,4,Completed
8711,0.4722,4,Engaged achiever,High eng / high grades,4,Completed
8712,0.3004,0,Engaged struggler,High eng / low grades,4,Administrative dropout
8713,0.1048,3,Engaged achiever,High eng / high grades,4,Completed
8714,0.4144,4,Engaged achiever,High eng / high grades,4,Completed
8715,0.6424,4,Engaged achiever,High eng / high grades,4,Completed
8716,0.5716,2,Engaged struggler,High eng / low grades,4,Completed
8717,0.3581,3,Engaged achiever,High eng / high grades,4,Administrative dropout
8718,1.5559,4,Engaged achiever,High eng / high grades,2,Left after Test 2
8719,1.034,0,Engaged struggler,High eng / low grades,2,Left after Test 2
8720,0.082,4,Engaged achiever,High eng / high grades,4,Completed
8721,0.7849,0,Engaged struggler,High eng / low grades,4,Administrative dropout
8722,0.7375,2,Engaged struggler,High eng / low grades,4,Completed
8723,0.2723,0,Engaged struggler,High eng / low grades,4,Completed
8724,-0.6919,0,Disengaged,Low eng / low grades,1,Left after Test 1
8725,1.9663,1,Engaged struggler,High eng / low grades,2,Left after Test 2
8726,-0.0219,4,Detached achiever,High eng / high grades,4,Completed
8727,0.1467,3,Engaged achiever,High eng / high grades,4,Completed
8728,-0.0206,4,Detached achiever,High eng / high grades,4,Administrative dropout
8729,0.1843,1,Engaged struggler,High eng / low grades,4,Completed
8730,0.2251,0,Engaged struggler,High eng / low grades,4,Completed
8731,0.0846,0,Engaged struggler,High eng / low grades,4,Completed
8732,-0.0497,2,Disengaged,Low eng / low grades,3,Left after Test 3
8733,0.6184,0,Engaged struggler,High eng / low grades,4,Completed
8734,-0.2364,1,Disengaged,Low eng / low grades,4,Completed
8735,0.0728,2,Engaged struggler,Low eng / low grades,2,Left after Test 2
8736,0.6401,0,Engaged struggler,High eng / low grades,4,Completed
8737,-0.2103,1,Disengaged,Low eng / low grades,4,Completed
8738,-0.6647,4,Detached achiever,Low eng / high grades,4,Administrative dropout
8739,0.2063,4,Engaged achiever,High eng / high grades,4,Completed
8740,-1.0522,1,Disengaged,Low eng / low grades,1,Left after Test 1
8741,-0.123,0,Disengaged,Low eng / low grades,3,Left after Test 3
8742,0.1057,2,Engaged struggler,High eng / low grades,4,Completed
8743,0.5061,1,Engaged struggler,High eng / low grades,4,Completed
8744,0.0603,4,Engaged achiever,High eng / high grades,3,Left after Test 3
8745,-0.9852,2,Disengaged,Low eng / high grades,2,Left after Test 2
8746,1.1901,0,Engaged struggler,High eng / low grades,4,Completed
8747,-0.5199,4,Detached achiever,Low eng / high grades,2,Left after Test 2
8748,0.9201,1,Engaged struggler,High eng / low grades,4,Completed
8749,-0.305,2,Disengaged,Low eng / low grades,3,Left after Test 3
8750,-0.1652,1,Disengaged,Low eng / low grades,4,Administrative dropout
8751,-0.1961,3,Detached achiever,Low eng / high grades,4,Completed
8752,0.7833,0,Engaged struggler,High eng / low grades,4,Completed
8753,1.2478,1,Engaged struggler,High eng / low grades,4,Administrative dropout
8754,0.4047,2,Engaged struggler,High eng / low grades,4,Completed
8755,-0.2868,4,Detached achiever,Low eng / high grades,4,Completed
8756,-0.3302,1,Disengaged,Low eng / low grades,4,Completed
8757,-0.4481,0,Disengaged,Low eng / low grades,1,Left after Test 1
8758,-0.1622,0,Disengaged,Low eng / low grades,4,Completed
8759,-0.345,4,Detached achiever,Low eng / high grades,4,Completed
8760,1.0469,1,Engaged struggler,High eng / low grades,2,Left after Test 2
8761,-0.256,2,Disengaged,Low eng / low grades,4,Completed
8762,0.1442,0,Engaged struggler,High eng / low grades,4,Completed
8763,0.7476,3,Engaged achiever,High eng / high grades,4,Completed
8764,-1.1239,4,Detached achiever,Low eng / high grades,4,Administrative dropout
8765,-0.9048,0,Disengaged,Low eng / low grades,1,Left after Test 1
8766,1.1028,3,Engaged achiever,High eng / high grades,4,Completed
8767,-0.2183,0,Disengaged,Low eng / low grades,4,Completed
8768,-0.2472,4,Detached achiever,Low eng / high grades,4,Administrative dropout
8769,-0.9335,4,Detached achiever,Low eng / high grades,4,Completed
8770,0.1267,3,Engaged achiever,High eng / high grades,4,Completed
8771,-0.4739,3,Detached achiever,Low eng / high grades,2,Left after Test 2
8772,-0.0276,0,Disengaged,Low eng / low grades,4,Completed
8773,0.2863,4,Engaged achiever,High eng / high grades,4,Completed
8774,0.4834,2,Engaged struggler,High eng / low grades,4,Completed
8775,-0.3157,3,Detached achiever,Low eng / high grades,4,Administrative dropout
8776,-1.118,0,Disengaged,Low eng / low grades,1,Left after Test 1
8777,-0.272,1,Disengaged,Low eng / low grades,4,Completed
8778,-1.1935,3,Detached achiever,Low eng / high grades,3,Left after Test 3
8779,0.0783,4,Engaged achiever,High eng / high grades,4,Completed
8780,0.1408,0,Engaged struggler,High eng / low grades,4,Completed
8781,-0.0431,3,Detached achiever,High eng / high grades,3,Left after Test 3
8782,0.219,1,Engaged struggler,High eng / low grades,4,Completed
8783,-1.0828,4,Detached achiever,Low eng / high grades,4,Completed
8784,0.4838,0,Engaged struggler,High eng / low grades,4,Completed
8785,1.0731,0,Engaged struggler,High eng / low grades,4,Administrative dropout
8786,0.7451,1,Engaged struggler,High eng / low grades,4,Completed
8787,-0.2025,4,Detached achiever,Low eng / high grades,3,Left after Test 3
8788,-0.2631,0,Disengaged,Low eng / low grades,4,Completed
8789,0.976,1,Engaged struggler,High eng / low grades,2,Left after Test 2
8790,0.0915,0,Engaged struggler,High eng / low grades,4,Completed
8791,-0.5045,2,Disengaged,Low eng / low grades,4,Administrative dropout
8792,-0.5363,0,Disengaged,Low eng / low grades,1,Left after Test 1
8793,0.3022,4,Engaged achiever,High eng / high grades,4,Completed
8794,0.9234,4,Engaged achiever,High eng / high grades,2,Left after Test 2
8795,-1.0145,4,Detached achiever,Low eng / high grades,4,Completed
8796,-0.6269,0,Disengaged,Low eng / low grades,3,Left after Test 3
8797,-0.9606,4,Detached achiever,Low eng / high grades,4,Completed
8798,0.1378,0,Engaged struggler,High eng / low grades,4,Completed
8799,-0.5419,4,Detached achiever,Low eng / high grades,3,Left after Test 3
8800,-0.2568,1,Disengaged,Low eng / low grades,4,Administrative dropout
8801,0.4476,4,Engaged achiever,High eng / high grades,4,Completed
8802,0.5158,0,Engaged struggler,High eng / low grades,2,Left after Test 2
8803,0.1126,4,Engaged achiever,High eng / high grades,4,Completed
8804,-0.4627,2,Disengaged,Low eng / low grades,3,Left after Test 3
8805,-1.1172,0,Disengaged,Low eng / low grades,4,Completed
8806,0.0774,0,Engaged struggler,High eng / low grades,4,Completed
8807,0.4686,3,Engaged achiever,High eng / high grades,4,Completed
8808,-1.0833,4,Detached achiever,Low eng / high grades,4,Completed
8809,0.5098,0,Engaged struggler,High eng / low grades,4,Completed
8810,0.0921,2,Engaged struggler,Low eng / low grades,4,Completed
8811,0.1451,1,Engaged struggler,High eng / low grades,4,Completed
8812,0.0297,1,Engaged struggler,Low eng / low grades,4,Completed
8813,1.3687,3,Engaged achiever,High eng / high grades,4,Completed
8814,0.1674,4,Engaged achiever,High eng / high grades,4,Completed
8815,-0.3043,1,Disengaged,Low eng / low grades,2,Left after Test 2
8816,-0.1531,4,Detached achiever,High eng / high grades,4,Completed
8817,1.5383,2,Engaged struggler,High eng / low grades,2,Left after Test 2
8818,-0.0331,1,Disengaged,Low eng / low grades,3,Left after Test 3
8819,-0.1007,1,Disengaged,Low eng / low grades,4,Completed
8820,1.0109,0,Engaged struggler,High eng / low grades,4,Completed
8821,-0.7143,4,Detached achiever,Low eng / high grades,4,Administrative dropout
8822,-0.079,4,Detached achiever,High eng / high grades,4,Completed
8823,-0.5319,0,Disengaged,Low eng / low grades,4,Completed
8824,-0.3277,4,Detached achiever,Low eng / high grades,4,Administrative dropout
8825,0.6398,1,Engaged struggler,High eng / low grades,4,Completed
8826,-1.0558,3,Detached achiever,Low eng / high grades,4,Completed
8827,0.1553,0,Engaged struggler,High eng / low grades,4,Completed
8828,-0.572,2,Disengaged,Low eng / low grades,3,Left after Test 3
8829,0.8288,0,Engaged struggler,High eng / low grades,4,Completed
8830,-1.1682,4,Detached achiever,Low eng / high grades,4,Completed
8831,-0.8289,3,Detached achiever,Low eng / high grades,3,Left after Test 3
8832,0.3651,0,Engaged struggler,High eng / low grades,4,Completed
8833,-0.7246,1,Disengaged,Low eng / low grades,1,Left after Test 1
8834,0.8847,4,Engaged achiever,High eng / high grades,4,Completed
8835,-0.8039,1,Disengaged,Low eng / low grades,2,Left after Test 2
8836,0.3872,0,Engaged struggler,High eng / low grades,4,Administrative dropout
8837,0.5248,1,Engaged struggler,High eng / low grades,4,Completed
8838,-0.9827,3,Detached achiever,Low eng / high grades,4,Completed
8839,-0.9452,2,Disengaged,Low eng / high grades,2,Left after Test 2
8840,-0.5977,3,Detached achiever,Low eng / high grades,2,Left after Test 2
8841,0.4593,4,Engaged achiever,High eng / high grades,4,Administrative dropout
8842,1.6476,4,Engaged achiever,High eng / high grades,2,Left after Test 2
8843,0.0254,0,Engaged struggler,Low eng / low grades,1,Left after Test 1
8844,0.1864,4,Engaged achiever,High eng / high grades,4,Completed
8845,0.5631,4,Engaged achiever,High eng / high grades,2,Left after Test 2
8846,0.3047,2,Engaged struggler,High eng / low grades,4,Completed
8847,-0.2087,0,Disengaged,Low eng / low grades,1,Left after Test 1
8848,0.3539,2,Engaged struggler,High eng / low grades,4,Completed
8849,0.7256,1,Engaged struggler,High eng / low grades,4,Administrative dropout
8850,0.0368,3,Engaged achiever,High eng / high grades,4,Completed
8851,0.7812,1,Engaged struggler,High eng / low grades,4,Completed
8852,0.4937,1,Engaged struggler,High eng / low grades,4,Completed
8853,0.0127,4,Engaged achiever,High eng / high grades,4,Completed
8854,-0.8532,0,Disengaged,Low eng / low grades,1,Left after Test 1
8855,0.6814,1,Engaged struggler,High eng / low grades,2,Left after Test 2
8856,0.1202,2,Engaged struggler,High eng / low grades,4,Completed
8857,-0.6061,0,Disengaged,Low eng / low grades,1,Left after Test 1
8858,0.1807,0,Engaged struggler,High eng / low grades,4,Completed
8859,0.2966,0,Engaged struggler,High eng / low grades,4,Completed
8860,-1.0656,3,Detached achiever,Low eng / high grades,4,Completed
8861,0.1446,2,Engaged struggler,High eng / low grades,4,Completed
8862,-0.5075,4,Detached achiever,Low eng / high grades,3,Left after Test 3
8863,-0.8023,1,Disengaged,Low eng / low grades,2,Left after Test 2
8864,1.2198,0,Engaged struggler,High eng / low grades,4,Administrative dropout
8865,-0.2744,4,Detached achiever,Low eng / high grades,4,Completed
8866,1.1623,3,Engaged achiever,High eng / high grades,4,Administrative dropout
8867,-0.292,4,Detached achiever,Low eng / high grades,4,Completed
8868,0.0341,0,Engaged struggler,Low eng / low grades,4,Administrative dropout
8869,1.5184,2,Engaged struggler,High eng / low grades,4,Completed
8870,0.2398,4,Engaged achiever,High eng / high grades,4,Completed
8871,0.5352,1,Engaged struggler,High eng / low grades,4,Completed
8872,-0.1226,1,Disengaged,Low eng / low grades,4,Completed
8873,0.23,4,Engaged achiever,High eng / high grades,2,Left after Test 2
8874,0.6531,0,Engaged struggler,High eng / low grades,4,Completed
8875,1.1498,1,Engaged struggler,High eng / low grades,4,Completed
8876,0.1786,0,Engaged struggler,High eng / low grades,4,Completed
8877,-0.6586,1,Disengaged,Low eng / low grades,2,Left after Test 2
8878,-0.2475,2,Disengaged,Low eng / low grades,1,Left after Test 1
8879,-0.4349,4,Detached achiever,Low eng / high grades,2,Left after Test 2
8880,-1.0196,0,Disengaged,Low eng / low grades,4,Completed
8881,-0.0573,3,Detached achiever,High eng / high grades,4,Administrative dropout
8882,0.1064,1,Engaged struggler,High eng / low grades,3,Left after Test 3
8883,-0.436,4,Detached achiever,Low eng / high grades,3,Left after Test 3
8884,-0.5288,0,Disengaged,Low eng / low grades,1,Left after Test 1
8885,0.0137,1,Engaged struggler,Low eng / low grades,4,Completed
8886,0.1548,1,Engaged struggler,High eng / low grades,4,Completed
8887,1.0483,2,Engaged struggler,High eng / low grades,2,Left after Test 2
8888,-0.1554,0,Disengaged,Low eng / low grades,3,Left after Test 3
8889,-0.5374,1,Disengaged,Low eng / low grades,4,Administrative dropout
8890,0.5201,2,Engaged struggler,High eng / low grades,4,Administrative dropout
8891,0.4367,0,Engaged struggler,High eng / low grades,4,Completed
8892,-0.8473,1,Disengaged,Low eng / low grades,2,Left after Test 2
8893,-0.1076,1,Disengaged,Low eng / low grades,4,Completed
8894,-0.1398,2,Disengaged,Low eng / low grades,4,Completed
8895,-0.3728,1,Disengaged,Low eng / low grades,2,Left after Test 2
8896,-0.0261,0,Disengaged,Low eng / low grades,4,Completed
8897,-0.3381,1,Disengaged,Low eng / low grades,1,Left after Test 1
8898,-0.4075,3,Detached achiever,Low eng / high grades,3,Left after Test 3
8899,-0.9892,0,Disengaged,Low eng / low grades,4,Completed
8900,0.1361,0,Engaged struggler,High eng / low grades,4,Completed
8901,0.0492,3,Engaged achiever,High eng / high grades,4,Completed
8902,0.1294,0,Engaged struggler,High eng / low grades,4,Administrative dropout
8903,0.5782,1,Engaged struggler,High eng / low grades,4,Completed
8904,0.4223,0,Engaged struggler,High eng / low grades,4,Completed
8905,-0.0595,4,Detached achiever,High eng / high grades,4,Completed
8906,0.2056,2,Engaged struggler,High eng / low grades,4,Completed
8907,1.6871,2,Engaged struggler,High eng / low grades,2,Left after Test 2
8908,0.0431,1,Engaged struggler,Low eng / low grades,4,Completed
8909,-0.8568,0,Disengaged,Low eng / low grades,2,Left after Test 2
8910,-0.0538,1,Disengaged,Low eng / low grades,4,Completed
8911,-0.2358,4,Detached achiever,Low eng / high grades,4,Completed
8912,0.6844,0,Engaged struggler,High eng / low grades,4,Completed
8913,-1.2585,0,Disengaged,Low eng / low grades,1,Left after Test 1
8914,0.067,1,Engaged struggler,Low eng / low grades,4,Completed
8915,-0.2328,4,Detached achiever,Low eng / high grades,4,Completed
8916,0.012,1,Engaged struggler,Low eng / low grades,4,Completed
8917,0.5198,1,Engaged struggler,High eng / low grades,4,Administrative dropout
8918,-0.2925,1,Disengaged,Low eng / low grades,4,Completed
8919,0.3726,2,Engaged struggler,High eng / low grades,4,Completed
8920,1.2743,0,Engaged struggler,High eng / low grades,4,Completed
8921,-0.0812,1,Disengaged,Low eng / low grades,4,Completed
8922,0.5968,2,Engaged struggler,High eng / low grades,4,Completed
8923,0.6024,2,Engaged struggler,High eng / low grades,4,Completed
8924,0.966,0,Engaged struggler,High eng / low grades,2,Left after Test 2
8925,0.4787,1,Engaged struggler,High eng / low grades,4,Administrative dropout
8926,-0.9508,4,Detached achiever,Low eng / high grades,4,Completed
8927,-0.6686,4,Detached achiever,Low eng / high grades,4,Completed
8928,-0.5428,4,Detached achiever,Low eng / high grades,4,Administrative dropout
8929,-0.0923,0,Disengaged,Low eng / low grades,4,Completed
8930,-1.0179,1,Disengaged,Low eng / low grades,1,Left after Test 1
8931,0.8859,0,Engaged struggler,High eng / low grades,2,Left after Test 2
8932,-0.7781,1,Disengaged,Low eng / low grades,1,Left after Test 1
8933,0.4335,4,Engaged achiever,High eng / high grades,4,Completed
8934,-0.9949,4,Detached achiever,Low eng / high grades,4,Completed
8935,0.2014,1,Engaged struggler,High eng / low grades,4,Completed
8936,0.7381,2,Engaged struggler,High eng / low grades,4,Completed
8937,0.5311,4,Engaged achiever,High eng / high grades,4,Completed
8938,0.0327,4,Engaged achiever,High eng / high grades,4,Completed
8939,-0.5874,2,Disengaged,Low eng / low grades,2,Left after Test 2
8940,0.1061,1,Engaged struggler,High eng / low grades,4,Completed
8941,0.3144,4,Engaged achiever,High eng / high grades,4,Completed
8942,1.4437,4,Engaged achiever,High eng / high grades,4,Administrative dropout
8943,-0.765,0,Disengaged,Low eng / low grades,1,Left after Test 1
8944,0.1207,0,Engaged struggler,High eng / low grades,4,Completed
8945,-0.3693,3,Detached achiever,Low eng / high grades,4,Completed
8946,-0.8379,0,Disengaged,Low eng / low grades,2,Left after Test 2
8947,0.2052,4,Engaged achiever,High eng / high grades,2,Left after Test 2
8948,0.2712,2,Engaged struggler,High eng / low grades,4,Administrative dropout
8949,0.4291,0,Engaged struggler,High eng / low grades,4,Completed
8950,0.1889,0,Engaged struggler,High eng / low grades,4,Completed
8951,-0.3816,2,Disengaged,Low eng / low grades,4,Administrative dropout
8952,-1.2347,4,Detached achiever,Low eng / high grades,4,Completed
8953,0.2973,1,Engaged struggler,High eng / low grades,4,Completed
8954,0.5973,0,Engaged struggler,High eng / low grades,4,Completed
8955,-1.2154,0,Disengaged,Low eng / low grades,4,Completed
8956,0.3708,4,Engaged achiever,High eng / high grades,4,Completed
8957,0.6061,4,Engaged achiever,High eng / high grades,4,Completed
8958,-0.7885,2,Disengaged,Low eng / low grades,4,Administrative dropout
8959,-0.0015,0,Disengaged,Low eng / low grades,4,Completed
8960,0.0761,2,Engaged struggler,Low eng / low grades,4,Completed
8961,-0.2058,2,Disengaged,Low eng / low grades,4,Administrative dropout
8962,-0.5742,4,Detached achiever,Low eng / high grades,4,Completed
8963,-0.0876,4,Detached achiever,High eng / high grades,4,Completed
8964,0.5039,4,Engaged achiever,High eng / high grades,4,Completed
8965,0.6076,3,Engaged achiever,High eng / high grades,4,Completed
8966,-1.0629,4,Detached achiever,Low eng / high grades,4,Completed
8967,0.5886,0,Engaged struggler,High eng / low grades,4,Completed
8968,-0.136,4,Detached achiever,High eng / high grades,4,Completed
8969,0.2365,4,Engaged achiever,High eng / high grades,4,Completed
8970,-0.0081,3,Detached achiever,High eng / high grades,3,Left after Test 3
8971,-1.1292,3,Detached achiever,Low eng / high grades,4,Completed
8972,-1.1021,4,Detached achiever,Low eng / high grades,4,Completed
8973,-0.0199,1,Disengaged,Low eng / low grades,4,Completed
8974,-0.9407,4,Detached achiever,Low eng / high grades,4,Completed
8975,-1.1124,4,Detached achiever,Low eng / high grades,4,Completed
8976,1.1155,0,Engaged struggler,High eng / low grades,4,Completed
8977,-0.749,3,Detached achiever,Low eng / high grades,2,Left after Test 2
8978,-0.203,3,Detached achiever,Low eng / high grades,3,Left after Test 3
8979,0.3074,2,Engaged struggler,High eng / low grades,4,Completed
8980,0.3919,0,Engaged struggler,High eng / low grades,4,Completed
8981,0.0044,0,Disengaged,Low eng / low grades,4,Completed
8982,-0.0839,0,Disengaged,Low eng / low grades,4,Administrative dropout
8983,0.8506,0,Engaged struggler,High eng / low grades,4,Administrative dropout
8984,-0.1643,3,Detached achiever,Low eng / high grades,4,Completed
8985,-0.4128,1,Disengaged,Low eng / low grades,4,Completed
8986,-0.4413,0,Disengaged,Low eng / low grades,4,Completed
8987,0.1885,3,Engaged achiever,High eng / high grades,4,Completed
8988,0.348,2,Engaged struggler,High eng / low grades,4,Completed
8989,0.5749,0,Engaged struggler,High eng / low grades,4,Completed
8990,-0.7601,1,Disengaged,Low eng / low grades,1,Left after Test 1
8991,-0.2695,0,Disengaged,Low eng / low grades,4,Completed
8992,0.2398,1,Engaged struggler,High eng / low grades,4,Completed
8993,-0.5442,4,Detached achiever,Low eng / high grades,4,Completed
8994,0.3531,0,Engaged struggler,High eng / low grades,4,Completed
8995,0.7662,2,Engaged struggler,High eng / low grades,4,Completed
8996,-1.2051,4,Detached achiever,Low eng / high grades,4,Completed
8997,0.8022,4,Engaged achiever,High eng / high grades,4,Completed
8998,-0.7659,0,Disengaged,Low eng / low grades,1,Left after Test 1
8999,-0.2767,4,Detached achiever,Low eng / high grades,4,Administrative dropout
9000,-0.3328,2,Disengaged,Low eng / low grades,1,Left after Test 1
9001,0.69,3,Engaged achiever,High eng / high grades,4,Completed
9002,0.8768,0,Engaged struggler,High eng / low grades,2,Left after Test 2
9003,0.1085,3,Engaged achiever,High eng / high grades,4,Completed
9004,0.1588,4,Engaged achiever,High eng / high grades,4,Completed
9005,0.0694,2,Engaged struggler,Low eng / low grades,4,Completed
9006,-0.0336,4,Detached achiever,High eng / high grades,4,Completed
9007,-0.0597,1,Disengaged,Low eng / low grades,4,Completed
9008,0.293,1,Engaged struggler,High eng / low grades,4,Completed
9009,1.1917,4,Engaged achiever,High eng / high grades,2,Left after Test 2
9010,-0.1719,2,Disengaged,Low eng / low grades,3,Left after Test 3
9011,-1.0434,1,Disengaged,Low eng / low grades,2,Left after Test 2
9012,-0.0327,0,Disengaged,Low eng / low grades,4,Completed
9013,-0.2707,4,Detached achiever,Low eng / high grades,2,Left after Test 2
9014,0.24,3,Engaged achiever,High eng / high grades,4,Completed
9015,0.2679,0,Engaged struggler,High eng / low grades,4,Completed
9016,0.3611,0,Engaged struggler,High eng / low grades,4,Completed
9017,-0.5213,0,Disengaged,Low eng / low grades,4,Administrative dropout
9018,-0.2021,4,Detached achiever,Low eng / high grades,3,Left after Test 3
9019,-1.0415,0,Disengaged,Low eng / low grades,4,Completed
9020,-0.1479,1,Disengaged,Low eng / low grades,4,Completed
9021,-0.3469,3,Detached achiever,Low eng / high grades,2,Left after Test 2
9022,-0.6142,2,Disengaged,Low eng / low grades,3,Left after Test 3
9023,-0.2941,2,Disengaged,Low eng / low grades,4,Completed
9024,1.0109,4,Engaged achiever,High eng / high grades,4,Completed
9025,0.4517,0,Engaged struggler,High eng / low grades,4,Completed
9026,0.4037,3,Engaged achiever,High eng / high grades,4,Completed
9027,-0.5855,4,Detached achiever,Low eng / high grades,4,Administrative dropout
9028,0.3451,0,Engaged struggler,High eng / low grades,4,Completed
9029,-0.2072,0,Disengaged,Low eng / low grades,4,Completed
9030,-0.6038,1,Disengaged,Low eng / low grades,3,Left after Test 3
9031,0.1881,0,Engaged struggler,High eng / low grades,4,Completed
9032,0.4354,1,Engaged struggler,High eng / low grades,4,Administrative dropout
9033,0.201,2,Engaged struggler,High eng / low grades,4,Completed
9034,0.8721,0,Engaged struggler,High eng / low grades,4,Completed
9035,-0.8718,0,Disengaged,Low eng / low grades,2,Left after Test 2
9036,0.4286,3,Engaged achiever,High eng / high grades,4,Completed
9037,-0.9704,4,Detached achiever,Low eng / high grades,4,Completed
9038,-1.0415,4,Detached achiever,Low eng / high grades,4,Completed
9039,0.038,4,Engaged achiever,High eng / high grades,4,Completed
9040,0.4929,2,Engaged struggler,High eng / low grades,4,Completed
9041,0.2198,1,Engaged struggler,High eng / low grades,4,Completed
9042,0.1117,2,Engaged struggler,High eng / low grades,4,Administrative dropout
9043,0.325,2,Engaged struggler,High eng / low grades,4,Administrative dropout
9044,1.034,4,Engaged achiever,High eng / high grades,2,Left after Test 2
9045,-0.1499,3,Detached achiever,Low eng / high grades,4,Completed
9046,-0.6992,0,Disengaged,Low eng / low grades,1,Left after Test 1
9047,0.0456,0,Engaged struggler,Low eng / low grades,4,Completed
9048,0.4438,0,Engaged struggler,High eng / low grades,4,Completed
9049,0.0586,0,Engaged struggler,Low eng / low grades,4,Completed
9050,0.465,1,Engaged struggler,High eng / low grades,4,Completed
9051,0.2526,0,Engaged struggler,High eng / low grades,4,Completed
9052,0.6961,0,Engaged struggler,High eng / low grades,4,Completed
9053,0.362,0,Engaged struggler,High eng / low grades,4,Completed
9054,-0.9601,4,Detached achiever,Low eng / high grades,4,Completed
9055,-0.6663,3,Detached achiever,Low eng / high grades,2,Left after Test 2
